city,country,archetype,lat,lon,seed,ssp,epoch,mc,dGW,method,mean_dmg_final,mean_p_liq,mean_pga_g,gw_base_m,vs30_mu,n_nodes_graph
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,2,-1.4820745780233344,B0_static_hazus,0.2264314566692193,0.23623349979597194,0.19138772416231517,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,2,-1.4820745780233344,B4_cgstg_full,0.5854484717805932,0.3485385771804176,0.20605054212348387,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,3,-1.0474418679146302,B0_static_hazus,0.25111267078234994,0.2657717411061428,0.2052976255283977,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,3,-1.0474418679146302,B4_cgstg_full,0.6576111628394924,0.29143212696345816,0.1894601203040979,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,4,-1.4223535362222017,B0_static_hazus,0.30500235278223553,0.30940405372261875,0.24177612089373254,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,4,-1.4223535362222017,B4_cgstg_full,0.709202681467799,0.4016003257285324,0.24972492055643888,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,5,-1.809467730744749,B0_static_hazus,0.2547404626123865,0.2744844100238218,0.2082817609134369,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,5,-1.809467730744749,B4_cgstg_full,0.6562293672784437,0.35788322037051523,0.24134202450263706,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,6,-1.5929448836609637,B0_static_hazus,0.2563124087548015,0.3259515575355695,0.20963649234576082,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,6,-1.5929448836609637,B4_cgstg_full,0.6370781814487139,0.3741757912098957,0.2067739133605939,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,1,SSP5-8.5,2100,7,-1.3458724338251618,B0_static_hazus,0.2523027670906528,0.25039830147928316,0.19721233137276944,2.493199838083051,221.6618274663144,120
